record_id,Duplicate_1,Duplicate_2,Duplicate_3,redcap_event_name,redcap_survey_identifier,student_survey_timestamp,group,group_value,list_discipline,list_year_enrolled,advanced,student_survey_new_participant_timestamp,advanced_nu,milestones_cogsci,milestones_cogsci_nu,milestones_psysci,milestones_psysci_nu,enjoy,enjoy_nu,good,good_nu,nonexperts,nonexperts_nu,discouraged,discouraged_nu,writers_block,writers_block_nu,inspired,inspired_nu,cant_start,cant_start_nu,rejection,rejection_nu,rcv_fdbk,rcv_fdbk_nu,gv_fdbk,gv_fdbk_nu,timeblock,timeblock_j22_nu,hours,hours_j22_nu,conference_submit,conference_submit_nu,conference_accept,conference_accept_nu,perma_hap,perma_hap_nu
186,1,NaN,NaN,proposals_2021_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/29/0021 09:12,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,1,NaN,4,NaN,4,NaN,5,NaN,6,NaN,7,NaN,5,NaN,6,NaN,3,NaN,5,NaN,5,NaN,60,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN
188,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,5,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
188,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/29/0021 07:45,3,80,NaN,NaN,1,NaT,NaN,NaN,NaN,5,NaN,6,NaN,6,NaN,7,NaN,5,NaN,4,NaN,3,NaN,3,NaN,3,NaN,2,NaN,6,NaN,60,NaN,20,NaN,2,NaN,2,NaN,76,NaN
188,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/23/0022 11:32,1,NaN,NaN,NaN,6,NaN,7,NaN,6,NaN,7,NaN,5,NaN,4,NaN,4,NaN,5,NaN,4,NaN,3,NaN,6,NaN,45,NaN,45,NaN,0,NaN,0,NaN,64
189,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,7,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
189,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,5,NaN,3,NaN,6,NaN,5,NaN,3,NaN,3,NaN,5,NaN,6,NaN,2,NaN,2,NaN,29,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
190,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
190,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
191,192,353,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
191,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/29/0021 15:26,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,1,NaN,6,NaN,6,NaN,6,NaN,3,NaN,5,NaN,2,NaN,2,NaN,2,NaN,2,NaN,5,NaN,15,NaN,5,NaN,0,NaN,0,NaN,89,NaN
191,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/23/0022 13:24,0,NaN,NaN,NaN,2,NaN,6,NaN,6,NaN,5,NaN,2,NaN,5,NaN,2,NaN,2,NaN,4,NaN,3,NaN,6,NaN,30,NaN,3,NaN,0,NaN,0,NaN,86
192,191,353,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
192,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
193,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
193,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/29/0021 17:30,NaN,87,NaN,NaN,0,NaT,NaN,NaN,NaN,3,NaN,6,NaN,5,NaN,5,NaN,3,NaN,5,NaN,5,NaN,6,NaN,2,NaN,3,NaN,6,NaN,15,NaN,3,NaN,2,NaN,1,NaN,73,NaN
193,NaN,NaN,NaN,proposals_2021_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194,176,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/29/0021 17:50,5,NaN,NaN,NaN,0,NaT,NaN,1,NaN,NaN,NaN,5,NaN,5,NaN,5,NaN,5,NaN,5,NaN,5,NaN,5,NaN,5,NaN,5,NaN,5,NaN,77,NaN,1,NaN,0,NaN,0,NaN,73,NaN
195,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,2,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
195,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/29/0021 23:11,5,NaN,NaN,NaN,0,NaT,NaN,3,NaN,NaN,NaN,6,NaN,5,NaN,5,NaN,3,NaN,2,NaN,3,NaN,3,NaN,2,NaN,5,NaN,4,NaN,25,NaN,8,NaN,0,NaN,0,NaN,68,NaN
195,NaN,NaN,NaN,proposals_2021_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
196,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
196,NaN,NaN,NaN,sept_2021_arm_1,NaN,10/01/0021 00:20,2,75,NaN,NaN,0,NaT,NaN,NaN,NaN,3,NaN,4,NaN,3,NaN,5,NaN,5,NaN,5,NaN,7,NaN,4,NaN,6,NaN,3,NaN,6,NaN,100,NaN,10,NaN,0,NaN,0,NaN,51,NaN
196,NaN,NaN,NaN,proposals_2021_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
197,310,355,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
197,NaN,NaN,NaN,sept_2021_arm_1,NaN,10/01/0021 11:34,3,80,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,2,NaN,5,NaN,5,NaN,7,NaN,6,NaN,6,NaN,5,NaN,2,NaN,5,NaN,5,NaN,30,NaN,2,NaN,2,NaN,2,NaN,64,NaN
198,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
198,NaN,NaN,NaN,sept_2021_arm_1,NaN,10/01/0021 12:48,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
199,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,1,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
199,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,0,06/21/0022 12:00,0,NaN,NaN,NaN,2,NaN,5,NaN,6,NaN,7,NaN,6,NaN,5,NaN,6,NaN,6,NaN,5,NaN,5,NaN,6,NaN,20,NaN,10,NaN,1,NaN,0,NaN,23
200,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,6,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
200,NaN,NaN,NaN,sept_2021_arm_1,NaN,10/03/0021 21:48,3,80,NaN,NaN,0,NaT,NaN,NaN,NaN,4,NaN,5,NaN,5,NaN,6,NaN,7,NaN,5,NaN,7,NaN,7,NaN,3,NaN,3,NaN,5,NaN,90,NaN,8,NaN,2,NaN,0,NaN,25,NaN
200,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/23/0022 15:19,1,NaN,NaN,NaN,5,NaN,5,NaN,5,NaN,5,NaN,7,NaN,6,NaN,6,NaN,5,NaN,5,NaN,3,NaN,5,NaN,100,NaN,6,NaN,0,NaN,0,NaN,39
201,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
201,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
202,74,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
202,NaN,NaN,NaN,sept_2021_arm_1,NaN,10/04/0021 08:38,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,5,NaN,4,NaN,4,NaN,3,NaN,5,NaN,5,NaN,4,NaN,4,NaN,3,NaN,5,NaN,40,NaN,4,NaN,0,NaN,0,NaN,62,NaN
203,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,1,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
203,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,3,NaN,3,NaN,7,NaN,5,NaN,6,NaN,6,NaN,7,NaN,5,NaN,7,NaN,5,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
204,314,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,3,4,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
204,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,5,NaN,5,NaN,5,NaN,6,NaN,3,NaN,5,NaN,6,NaN,3,NaN,3,NaN,4,NaN,20,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
205,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,6,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
205,NaN,NaN,NaN,sept_2021_arm_1,NaN,10/04/0021 09:51,NaN,100,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,5,NaN,5,NaN,4,NaN,6,NaN,6,NaN,2,NaN,6,NaN,4,NaN,1,NaN,4,NaN,100,NaN,2,NaN,1,NaN,1,NaN,70,NaN
206,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,2,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
206,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,2,75,NaN,NaN,0,NaT,NaN,3,NaN,NaN,NaN,6,NaN,6,NaN,5,NaN,4,NaN,3,NaN,2,NaN,5,NaN,4,NaN,2,NaN,5,NaN,30,NaN,7,NaN,1,NaN,1,NaN,NaN,NaN
206,NaN,NaN,NaN,proposals_2021_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
207,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
207,NaN,NaN,NaN,sept_2021_arm_1,NaN,10/04/0021 10:30,3,100,NaN,NaN,0,NaT,NaN,NaN,NaN,3,NaN,6,NaN,6,NaN,7,NaN,7,NaN,4,NaN,5,NaN,7,NaN,2,NaN,2,NaN,7,NaN,60,NaN,2,NaN,0,NaN,0,NaN,71,NaN
207,NaN,NaN,NaN,proposals_2021_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
208,376,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
208,NaN,NaN,NaN,sept_2021_arm_1,NaN,10/04/0021 10:49,3,50,NaN,NaN,0,NaT,NaN,NaN,NaN,4,NaN,3,NaN,6,NaN,7,NaN,6,NaN,4,NaN,3,NaN,5,NaN,2,NaN,6,NaN,7,NaN,61,NaN,5,NaN,0,NaN,0,NaN,31,NaN
209,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,3,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
209,NaN,NaN,NaN,sept_2021_arm_1,NaN,10/04/0021 12:15,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,4,NaN,6,NaN,5,NaN,6,NaN,6,NaN,5,NaN,2,NaN,2,NaN,6,NaN,10,NaN,2,NaN,0,NaN,0,NaN,75,NaN
210,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
210,NaN,NaN,NaN,sept_2021_arm_1,NaN,10/04/0021 14:09,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,2,NaN,6,NaN,6,NaN,5,NaN,4,NaN,6,NaN,6,NaN,4,NaN,3,NaN,2,NaN,6,NaN,33,NaN,2,NaN,2,NaN,2,NaN,88,NaN
211,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,2,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
211,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,100,NaN,NaN,0,NaT,NaN,2,NaN,NaN,NaN,5,NaN,5,NaN,6,NaN,2,NaN,3,NaN,6,NaN,6,NaN,1,NaN,2,NaN,5,NaN,60,NaN,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN
212,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,3,6,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
212,NaN,NaN,NaN,sept_2021_arm_1,NaN,10/04/0021 13:00,3,79,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,5,NaN,6,NaN,5,NaN,5,NaN,6,NaN,6,NaN,4,NaN,3,NaN,5,NaN,60,NaN,4,NaN,0,NaN,0,NaN,59,NaN
213,318,372,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,1,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
213,318,372,NaN,sept_2021_arm_1,NaN,10/04/0021 19:03,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,5,NaN,5,NaN,5,NaN,5,NaN,6,NaN,6,NaN,7,NaN,2,NaN,6,NaN,6,NaN,30,NaN,5,NaN,3,NaN,3,NaN,72,NaN
214,317,375,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,3,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
214,NaN,NaN,NaN,sept_2021_arm_1,NaN,10/04/0021 21:15,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,4,NaN,5,NaN,3,NaN,7,NaN,4,NaN,4,NaN,4,NaN,7,NaN,7,NaN,5,NaN,20,NaN,0,NaN,0,NaN,0,NaN,3,NaN
215,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
215,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,3,50,NaN,NaN,0,NaT,NaN,NaN,NaN,3,NaN,5,NaN,7,NaN,7,NaN,6,NaN,6,NaN,6,NaN,6,NaN,4,NaN,6,NaN,5,NaN,30,NaN,10,NaN,0,NaN,0,NaN,NaN,NaN
216,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,4,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
216,NaN,NaN,NaN,sept_2021_arm_1,NaN,10/05/0021 13:36,5,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,3,NaN,6,NaN,5,NaN,5,NaN,4,NaN,3,NaN,6,NaN,2,NaN,6,NaN,60,NaN,20,NaN,0,NaN,0,NaN,19,NaN
217,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
217,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
218,9,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
